Entry Time,Exit Time,Type,Points,Duration_min,Reason
2025-11-14 01:01:00+01:00,2025-11-14 01:01:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 01:03:00+01:00,2025-11-14 01:04:00+01:00,SHORT,-0.5,1.0,Divergence
2025-11-14 01:07:00+01:00,2025-11-14 01:07:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 01:11:00+01:00,2025-11-14 01:12:00+01:00,LONG,3.5,1.0,Divergence
2025-11-14 01:16:00+01:00,2025-11-14 01:16:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 01:22:00+01:00,2025-11-14 01:24:00+01:00,SHORT,-0.75,2.0,Divergence
2025-11-14 01:26:00+01:00,2025-11-14 01:29:00+01:00,LONG,1.0,3.0,Divergence
2025-11-14 01:32:00+01:00,2025-11-14 01:33:00+01:00,SHORT,-7.0,1.0,Divergence
2025-11-14 01:36:00+01:00,2025-11-14 01:36:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 01:38:00+01:00,2025-11-14 01:42:00+01:00,SHORT,11.75,4.0,Divergence
2025-11-14 01:45:00+01:00,2025-11-14 01:45:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 01:47:00+01:00,2025-11-14 01:48:00+01:00,SHORT,15.0,1.0,Divergence
2025-11-14 01:51:00+01:00,2025-11-14 01:52:00+01:00,LONG,-10.0,1.0,Divergence
2025-11-14 01:54:00+01:00,2025-11-14 01:55:00+01:00,SHORT,-2.0,1.0,Divergence
2025-11-14 01:57:00+01:00,2025-11-14 01:59:00+01:00,LONG,-4.5,2.0,Divergence
2025-11-14 02:02:00+01:00,2025-11-14 02:04:00+01:00,LONG,-8.5,2.0,Divergence
2025-11-14 02:06:00+01:00,2025-11-14 02:07:00+01:00,LONG,4.0,1.0,Divergence
2025-11-14 02:09:00+01:00,2025-11-14 02:09:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 02:11:00+01:00,2025-11-14 02:14:00+01:00,LONG,10.0,3.0,Divergence
2025-11-14 02:16:00+01:00,2025-11-14 02:16:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 02:18:00+01:00,2025-11-14 02:18:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 02:20:00+01:00,2025-11-14 02:20:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 02:22:00+01:00,2025-11-14 02:23:00+01:00,SHORT,7.75,1.0,Divergence
2025-11-14 02:25:00+01:00,2025-11-14 02:28:00+01:00,LONG,-7.25,3.0,Divergence
2025-11-14 02:30:00+01:00,2025-11-14 02:37:00+01:00,LONG,25.75,7.0,Divergence
2025-11-14 02:39:00+01:00,2025-11-14 02:40:00+01:00,SHORT,2.5,1.0,Divergence
2025-11-14 02:42:00+01:00,2025-11-14 02:42:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 02:44:00+01:00,2025-11-14 02:44:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 02:47:00+01:00,2025-11-14 02:47:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 02:50:00+01:00,2025-11-14 02:51:00+01:00,LONG,8.5,1.0,Divergence
2025-11-14 02:56:00+01:00,2025-11-14 02:56:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 02:58:00+01:00,2025-11-14 03:01:00+01:00,SHORT,-1.75,3.0,Divergence
2025-11-14 03:04:00+01:00,2025-11-14 03:09:00+01:00,LONG,-5.0,5.0,Divergence
2025-11-14 03:12:00+01:00,2025-11-14 03:16:00+01:00,LONG,5.5,4.0,Divergence
2025-11-14 03:19:00+01:00,2025-11-14 03:19:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 03:22:00+01:00,2025-11-14 03:24:00+01:00,SHORT,-3.75,2.0,Divergence
2025-11-14 03:26:00+01:00,2025-11-14 03:28:00+01:00,LONG,0.5,2.0,Divergence
2025-11-14 03:31:00+01:00,2025-11-14 03:31:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 03:33:00+01:00,2025-11-14 03:33:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 03:35:00+01:00,2025-11-14 03:39:00+01:00,SHORT,-4.0,4.0,Divergence
2025-11-14 03:42:00+01:00,2025-11-14 03:43:00+01:00,LONG,-4.75,1.0,Divergence
2025-11-14 03:45:00+01:00,2025-11-14 03:45:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 03:47:00+01:00,2025-11-14 03:47:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 03:49:00+01:00,2025-11-14 03:55:00+01:00,LONG,-1.5,6.0,Divergence
2025-11-14 03:57:00+01:00,2025-11-14 03:58:00+01:00,LONG,-5.25,1.0,Divergence
2025-11-14 04:01:00+01:00,2025-11-14 04:04:00+01:00,LONG,-19.25,3.0,Divergence
2025-11-14 04:08:00+01:00,2025-11-14 04:08:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 04:10:00+01:00,2025-11-14 04:11:00+01:00,LONG,-1.25,1.0,Divergence
2025-11-14 04:13:00+01:00,2025-11-14 04:14:00+01:00,SHORT,1.0,1.0,Divergence
2025-11-14 04:18:00+01:00,2025-11-14 04:20:00+01:00,LONG,-8.0,2.0,Divergence
2025-11-14 04:23:00+01:00,2025-11-14 04:25:00+01:00,LONG,5.0,2.0,Divergence
2025-11-14 04:27:00+01:00,2025-11-14 04:28:00+01:00,LONG,-3.0,1.0,Divergence
2025-11-14 04:30:00+01:00,2025-11-14 04:32:00+01:00,SHORT,5.75,2.0,Divergence
2025-11-14 04:35:00+01:00,2025-11-14 04:35:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 04:37:00+01:00,2025-11-14 04:38:00+01:00,SHORT,2.0,1.0,Divergence
2025-11-14 04:41:00+01:00,2025-11-14 04:41:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 04:43:00+01:00,2025-11-14 04:43:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 04:45:00+01:00,2025-11-14 04:45:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 04:47:00+01:00,2025-11-14 04:47:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 04:49:00+01:00,2025-11-14 04:50:00+01:00,LONG,-5.25,1.0,Divergence
2025-11-14 04:54:00+01:00,2025-11-14 04:58:00+01:00,SHORT,-14.5,4.0,Divergence
2025-11-14 05:00:00+01:00,2025-11-14 05:01:00+01:00,LONG,-1.0,1.0,Divergence
2025-11-14 05:03:00+01:00,2025-11-14 05:06:00+01:00,SHORT,23.5,3.0,Divergence
2025-11-14 05:09:00+01:00,2025-11-14 05:18:00+01:00,LONG,-12.75,9.0,Divergence
2025-11-14 05:21:00+01:00,2025-11-14 05:21:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 05:23:00+01:00,2025-11-14 05:23:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 05:25:00+01:00,2025-11-14 05:27:00+01:00,SHORT,-7.25,2.0,Divergence
2025-11-14 05:30:00+01:00,2025-11-14 05:31:00+01:00,LONG,-11.75,1.0,Divergence
2025-11-14 05:35:00+01:00,2025-11-14 05:36:00+01:00,SHORT,-9.75,1.0,Divergence
2025-11-14 05:38:00+01:00,2025-11-14 05:40:00+01:00,SHORT,10.25,2.0,Divergence
2025-11-14 05:42:00+01:00,2025-11-14 05:47:00+01:00,SHORT,-17.5,5.0,Divergence
2025-11-14 05:49:00+01:00,2025-11-14 05:53:00+01:00,SHORT,-0.5,4.0,Divergence
2025-11-14 05:55:00+01:00,2025-11-14 05:56:00+01:00,SHORT,-7.0,1.0,Divergence
2025-11-14 05:58:00+01:00,2025-11-14 05:58:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 06:00:00+01:00,2025-11-14 06:02:00+01:00,LONG,-5.25,2.0,Divergence
2025-11-14 06:04:00+01:00,2025-11-14 06:04:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 06:06:00+01:00,2025-11-14 06:09:00+01:00,SHORT,8.5,3.0,Divergence
2025-11-14 06:12:00+01:00,2025-11-14 06:12:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 06:14:00+01:00,2025-11-14 06:15:00+01:00,SHORT,13.25,1.0,Divergence
2025-11-14 06:18:00+01:00,2025-11-14 06:21:00+01:00,LONG,33.25,3.0,Divergence
2025-11-14 06:27:00+01:00,2025-11-14 06:28:00+01:00,LONG,-7.5,1.0,Divergence
2025-11-14 06:31:00+01:00,2025-11-14 06:32:00+01:00,LONG,-9.25,1.0,Divergence
2025-11-14 06:37:00+01:00,2025-11-14 06:38:00+01:00,LONG,7.5,1.0,Divergence
2025-11-14 06:41:00+01:00,2025-11-14 06:41:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 06:44:00+01:00,2025-11-14 06:44:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 06:47:00+01:00,2025-11-14 06:47:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 06:50:00+01:00,2025-11-14 06:51:00+01:00,LONG,7.5,1.0,Divergence
2025-11-14 06:53:00+01:00,2025-11-14 06:53:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 06:55:00+01:00,2025-11-14 06:56:00+01:00,LONG,-5.0,1.0,Divergence
2025-11-14 06:59:00+01:00,2025-11-14 07:01:00+01:00,LONG,-6.5,2.0,Divergence
2025-11-14 07:03:00+01:00,2025-11-14 07:04:00+01:00,SHORT,7.5,1.0,Divergence
2025-11-14 07:06:00+01:00,2025-11-14 07:14:00+01:00,LONG,-12.75,8.0,Divergence
2025-11-14 07:16:00+01:00,2025-11-14 07:16:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 07:18:00+01:00,2025-11-14 07:18:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 07:20:00+01:00,2025-11-14 07:20:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 07:22:00+01:00,2025-11-14 07:23:00+01:00,SHORT,8.75,1.0,Divergence
2025-11-14 07:25:00+01:00,2025-11-14 07:25:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 07:28:00+01:00,2025-11-14 07:28:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 07:30:00+01:00,2025-11-14 07:32:00+01:00,LONG,-7.0,2.0,Divergence
2025-11-14 07:34:00+01:00,2025-11-14 07:34:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 07:37:00+01:00,2025-11-14 07:37:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 07:39:00+01:00,2025-11-14 07:40:00+01:00,SHORT,1.25,1.0,Divergence
2025-11-14 07:42:00+01:00,2025-11-14 07:42:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 07:47:00+01:00,2025-11-14 07:52:00+01:00,SHORT,9.25,5.0,Divergence
2025-11-14 07:54:00+01:00,2025-11-14 07:58:00+01:00,LONG,28.0,4.0,Divergence
2025-11-14 08:00:00+01:00,2025-11-14 08:06:00+01:00,LONG,-40.25,6.0,Divergence
2025-11-14 08:09:00+01:00,2025-11-14 08:09:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 08:11:00+01:00,2025-11-14 08:11:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 08:13:00+01:00,2025-11-14 08:13:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 08:15:00+01:00,2025-11-14 08:16:00+01:00,SHORT,12.25,1.0,Divergence
2025-11-14 08:19:00+01:00,2025-11-14 08:19:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 08:21:00+01:00,2025-11-14 08:30:00+01:00,LONG,20.0,9.0,Divergence
2025-11-14 08:32:00+01:00,2025-11-14 08:32:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 08:34:00+01:00,2025-11-14 08:34:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 08:37:00+01:00,2025-11-14 08:37:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 08:39:00+01:00,2025-11-14 08:40:00+01:00,SHORT,-1.0,1.0,Divergence
2025-11-14 08:42:00+01:00,2025-11-14 08:43:00+01:00,SHORT,-17.25,1.0,Divergence
2025-11-14 08:46:00+01:00,2025-11-14 08:51:00+01:00,LONG,15.75,5.0,Divergence
2025-11-14 08:53:00+01:00,2025-11-14 08:54:00+01:00,SHORT,23.0,1.0,Divergence
2025-11-14 08:56:00+01:00,2025-11-14 08:56:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 08:58:00+01:00,2025-11-14 09:03:00+01:00,SHORT,3.25,5.0,Divergence
2025-11-14 09:06:00+01:00,2025-11-14 09:11:00+01:00,SHORT,6.5,5.0,Divergence
2025-11-14 09:14:00+01:00,2025-11-14 09:18:00+01:00,SHORT,-7.0,4.0,Divergence
2025-11-14 09:20:00+01:00,2025-11-14 09:21:00+01:00,LONG,-15.25,1.0,Divergence
2025-11-14 09:23:00+01:00,2025-11-14 09:26:00+01:00,SHORT,-0.75,3.0,Divergence
2025-11-14 09:28:00+01:00,2025-11-14 09:28:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 09:35:00+01:00,2025-11-14 09:37:00+01:00,LONG,20.25,2.0,Divergence
2025-11-14 09:39:00+01:00,2025-11-14 09:41:00+01:00,SHORT,27.25,2.0,Divergence
2025-11-14 09:43:00+01:00,2025-11-14 09:43:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 09:46:00+01:00,2025-11-14 09:46:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 09:48:00+01:00,2025-11-14 09:49:00+01:00,SHORT,-8.75,1.0,Divergence
2025-11-14 09:51:00+01:00,2025-11-14 09:52:00+01:00,LONG,10.25,1.0,Divergence
2025-11-14 09:54:00+01:00,2025-11-14 09:54:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 09:56:00+01:00,2025-11-14 09:56:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 09:59:00+01:00,2025-11-14 10:01:00+01:00,LONG,11.75,2.0,Divergence
2025-11-14 10:03:00+01:00,2025-11-14 10:09:00+01:00,LONG,-13.25,6.0,Divergence
2025-11-14 10:11:00+01:00,2025-11-14 10:11:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 10:13:00+01:00,2025-11-14 10:14:00+01:00,LONG,-6.25,1.0,Divergence
2025-11-14 10:16:00+01:00,2025-11-14 10:17:00+01:00,SHORT,8.0,1.0,Divergence
2025-11-14 10:19:00+01:00,2025-11-14 10:20:00+01:00,SHORT,5.5,1.0,Divergence
2025-11-14 10:22:00+01:00,2025-11-14 10:23:00+01:00,LONG,4.5,1.0,Divergence
2025-11-14 10:25:00+01:00,2025-11-14 10:32:00+01:00,LONG,-33.5,7.0,Divergence
2025-11-14 10:34:00+01:00,2025-11-14 10:38:00+01:00,SHORT,-7.5,4.0,Divergence
2025-11-14 10:40:00+01:00,2025-11-14 10:44:00+01:00,LONG,3.5,4.0,Divergence
2025-11-14 10:46:00+01:00,2025-11-14 10:48:00+01:00,SHORT,12.5,2.0,Divergence
2025-11-14 10:54:00+01:00,2025-11-14 10:55:00+01:00,LONG,-5.75,1.0,Divergence
2025-11-14 10:58:00+01:00,2025-11-14 11:00:00+01:00,LONG,-12.25,2.0,Divergence
2025-11-14 11:02:00+01:00,2025-11-14 11:07:00+01:00,LONG,13.5,5.0,Divergence
2025-11-14 11:10:00+01:00,2025-11-14 11:10:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 11:13:00+01:00,2025-11-14 11:14:00+01:00,LONG,-1.25,1.0,Divergence
2025-11-14 11:17:00+01:00,2025-11-14 11:20:00+01:00,SHORT,1.75,3.0,Divergence
2025-11-14 11:23:00+01:00,2025-11-14 11:26:00+01:00,SHORT,6.0,3.0,Divergence
2025-11-14 11:30:00+01:00,2025-11-14 11:31:00+01:00,LONG,7.75,1.0,Divergence
2025-11-14 11:35:00+01:00,2025-11-14 11:39:00+01:00,LONG,3.25,4.0,Divergence
2025-11-14 11:41:00+01:00,2025-11-14 11:43:00+01:00,SHORT,-1.0,2.0,Divergence
2025-11-14 11:45:00+01:00,2025-11-14 11:47:00+01:00,LONG,-8.0,2.0,Divergence
2025-11-14 11:49:00+01:00,2025-11-14 11:49:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 11:51:00+01:00,2025-11-14 11:57:00+01:00,LONG,-43.75,6.0,Divergence
2025-11-14 12:01:00+01:00,2025-11-14 12:01:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 12:03:00+01:00,2025-11-14 12:03:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 12:07:00+01:00,2025-11-14 12:09:00+01:00,SHORT,0.25,2.0,Divergence
2025-11-14 12:11:00+01:00,2025-11-14 12:16:00+01:00,SHORT,23.75,5.0,Divergence
2025-11-14 12:18:00+01:00,2025-11-14 12:20:00+01:00,SHORT,12.75,2.0,Divergence
2025-11-14 12:23:00+01:00,2025-11-14 12:24:00+01:00,LONG,11.75,1.0,Divergence
2025-11-14 12:27:00+01:00,2025-11-14 12:27:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 12:29:00+01:00,2025-11-14 12:34:00+01:00,SHORT,-10.25,5.0,Divergence
2025-11-14 12:36:00+01:00,2025-11-14 12:38:00+01:00,SHORT,10.5,2.0,Divergence
2025-11-14 12:40:00+01:00,2025-11-14 12:40:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 12:44:00+01:00,2025-11-14 12:50:00+01:00,SHORT,7.0,6.0,Divergence
2025-11-14 12:52:00+01:00,2025-11-14 12:52:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 12:54:00+01:00,2025-11-14 12:54:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 12:56:00+01:00,2025-11-14 12:58:00+01:00,LONG,16.75,2.0,Divergence
2025-11-14 13:00:00+01:00,2025-11-14 13:02:00+01:00,LONG,-40.0,2.0,Divergence
2025-11-14 13:04:00+01:00,2025-11-14 13:06:00+01:00,SHORT,-3.75,2.0,Divergence
2025-11-14 13:09:00+01:00,2025-11-14 13:13:00+01:00,LONG,-19.75,4.0,Divergence
2025-11-14 13:15:00+01:00,2025-11-14 13:15:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 13:19:00+01:00,2025-11-14 13:21:00+01:00,LONG,-28.5,2.0,Divergence
2025-11-14 13:24:00+01:00,2025-11-14 13:24:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 13:26:00+01:00,2025-11-14 13:30:00+01:00,LONG,14.0,4.0,Divergence
2025-11-14 13:32:00+01:00,2025-11-14 13:34:00+01:00,SHORT,22.25,2.0,Divergence
2025-11-14 13:38:00+01:00,2025-11-14 13:45:00+01:00,SHORT,27.75,7.0,Divergence
2025-11-14 13:47:00+01:00,2025-11-14 13:50:00+01:00,LONG,33.5,3.0,Divergence
2025-11-14 13:52:00+01:00,2025-11-14 13:52:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 13:54:00+01:00,2025-11-14 14:01:00+01:00,LONG,-4.75,7.0,Divergence
2025-11-14 14:03:00+01:00,2025-11-14 14:03:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 14:05:00+01:00,2025-11-14 14:07:00+01:00,LONG,-31.0,2.0,Divergence
2025-11-14 14:09:00+01:00,2025-11-14 14:14:00+01:00,LONG,-16.25,5.0,Divergence
2025-11-14 14:17:00+01:00,2025-11-14 14:18:00+01:00,SHORT,6.25,1.0,Divergence
2025-11-14 14:20:00+01:00,2025-11-14 14:20:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 14:24:00+01:00,2025-11-14 14:26:00+01:00,SHORT,-17.5,2.0,Divergence
2025-11-14 14:28:00+01:00,2025-11-14 14:28:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 14:31:00+01:00,2025-11-14 14:31:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 14:34:00+01:00,2025-11-14 14:36:00+01:00,SHORT,7.75,2.0,Divergence
2025-11-14 14:38:00+01:00,2025-11-14 14:41:00+01:00,SHORT,-12.75,3.0,Divergence
2025-11-14 14:43:00+01:00,2025-11-14 14:47:00+01:00,SHORT,-1.0,4.0,Divergence
2025-11-14 14:49:00+01:00,2025-11-14 14:50:00+01:00,LONG,18.0,1.0,Divergence
2025-11-14 14:52:00+01:00,2025-11-14 14:56:00+01:00,LONG,-5.75,4.0,Divergence
2025-11-14 14:58:00+01:00,2025-11-14 14:59:00+01:00,SHORT,-14.75,1.0,Divergence
2025-11-14 15:01:00+01:00,2025-11-14 15:01:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 15:03:00+01:00,2025-11-14 15:05:00+01:00,LONG,35.25,2.0,Divergence
2025-11-14 15:07:00+01:00,2025-11-14 15:07:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 15:11:00+01:00,2025-11-14 15:16:00+01:00,SHORT,-14.5,5.0,Divergence
2025-11-14 15:18:00+01:00,2025-11-14 15:19:00+01:00,LONG,11.0,1.0,Divergence
2025-11-14 15:21:00+01:00,2025-11-14 15:21:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 15:25:00+01:00,2025-11-14 15:26:00+01:00,LONG,-19.0,1.0,Divergence
2025-11-14 15:28:00+01:00,2025-11-14 15:28:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 15:30:00+01:00,2025-11-14 15:30:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 15:32:00+01:00,2025-11-14 15:37:00+01:00,SHORT,-82.5,5.0,Divergence
2025-11-14 15:39:00+01:00,2025-11-14 15:46:00+01:00,LONG,38.25,7.0,Divergence
2025-11-14 15:49:00+01:00,2025-11-14 15:55:00+01:00,LONG,25.25,6.0,Divergence
2025-11-14 15:57:00+01:00,2025-11-14 16:02:00+01:00,LONG,-33.0,5.0,Divergence
2025-11-14 16:04:00+01:00,2025-11-14 16:08:00+01:00,LONG,-3.25,4.0,Divergence
2025-11-14 16:10:00+01:00,2025-11-14 16:10:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 16:12:00+01:00,2025-11-14 16:15:00+01:00,SHORT,13.0,3.0,Divergence
2025-11-14 16:17:00+01:00,2025-11-14 16:17:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 16:20:00+01:00,2025-11-14 16:30:00+01:00,SHORT,-77.75,10.0,Divergence
2025-11-14 16:32:00+01:00,2025-11-14 16:32:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 16:35:00+01:00,2025-11-14 16:39:00+01:00,LONG,47.5,4.0,Divergence
2025-11-14 16:41:00+01:00,2025-11-14 16:44:00+01:00,SHORT,-17.25,3.0,Divergence
2025-11-14 16:46:00+01:00,2025-11-14 16:49:00+01:00,LONG,24.0,3.0,Divergence
2025-11-14 16:51:00+01:00,2025-11-14 16:51:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 16:53:00+01:00,2025-11-14 16:54:00+01:00,SHORT,13.75,1.0,Divergence
2025-11-14 16:56:00+01:00,2025-11-14 16:56:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 17:01:00+01:00,2025-11-14 17:02:00+01:00,SHORT,10.25,1.0,Divergence
2025-11-14 17:04:00+01:00,2025-11-14 17:10:00+01:00,SHORT,7.5,6.0,Divergence
2025-11-14 17:13:00+01:00,2025-11-14 17:16:00+01:00,SHORT,-18.75,3.0,Divergence
2025-11-14 17:19:00+01:00,2025-11-14 17:22:00+01:00,SHORT,-24.5,3.0,Divergence
2025-11-14 17:24:00+01:00,2025-11-14 17:28:00+01:00,LONG,44.5,4.0,Divergence
2025-11-14 17:30:00+01:00,2025-11-14 17:31:00+01:00,SHORT,12.0,1.0,Divergence
2025-11-14 17:35:00+01:00,2025-11-14 17:39:00+01:00,SHORT,-30.5,4.0,Divergence
2025-11-14 17:43:00+01:00,2025-11-14 17:43:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 17:45:00+01:00,2025-11-14 17:46:00+01:00,SHORT,16.75,1.0,Divergence
2025-11-14 17:48:00+01:00,2025-11-14 17:52:00+01:00,SHORT,-53.25,4.0,Divergence
2025-11-14 17:55:00+01:00,2025-11-14 17:55:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 17:58:00+01:00,2025-11-14 17:58:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 18:01:00+01:00,2025-11-14 18:02:00+01:00,SHORT,-7.5,1.0,Divergence
2025-11-14 18:04:00+01:00,2025-11-14 18:09:00+01:00,LONG,12.5,5.0,Divergence
2025-11-14 18:11:00+01:00,2025-11-14 18:11:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 18:13:00+01:00,2025-11-14 18:13:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 18:16:00+01:00,2025-11-14 18:17:00+01:00,SHORT,-17.5,1.0,Divergence
2025-11-14 18:19:00+01:00,2025-11-14 18:19:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 18:21:00+01:00,2025-11-14 18:23:00+01:00,SHORT,-10.25,2.0,Divergence
2025-11-14 18:26:00+01:00,2025-11-14 18:27:00+01:00,SHORT,11.5,1.0,Divergence
2025-11-14 18:29:00+01:00,2025-11-14 18:31:00+01:00,SHORT,-4.0,2.0,Divergence
2025-11-14 18:33:00+01:00,2025-11-14 18:42:00+01:00,SHORT,-17.5,9.0,Divergence
2025-11-14 18:46:00+01:00,2025-11-14 18:47:00+01:00,LONG,-21.75,1.0,Divergence
2025-11-14 18:49:00+01:00,2025-11-14 18:53:00+01:00,SHORT,21.0,4.0,Divergence
2025-11-14 18:56:00+01:00,2025-11-14 19:01:00+01:00,LONG,-30.5,5.0,Divergence
2025-11-14 19:04:00+01:00,2025-11-14 19:10:00+01:00,SHORT,-31.5,6.0,Divergence
2025-11-14 19:13:00+01:00,2025-11-14 19:18:00+01:00,LONG,-39.25,5.0,Divergence
2025-11-14 19:21:00+01:00,2025-11-14 19:23:00+01:00,SHORT,22.0,2.0,Divergence
2025-11-14 19:25:00+01:00,2025-11-14 19:26:00+01:00,LONG,-10.75,1.0,Divergence
2025-11-14 19:28:00+01:00,2025-11-14 19:33:00+01:00,LONG,24.5,5.0,Divergence
2025-11-14 19:35:00+01:00,2025-11-14 19:41:00+01:00,SHORT,63.0,6.0,Divergence
2025-11-14 19:43:00+01:00,2025-11-14 19:44:00+01:00,SHORT,5.25,1.0,Divergence
2025-11-14 19:46:00+01:00,2025-11-14 19:47:00+01:00,LONG,-13.5,1.0,Divergence
2025-11-14 19:50:00+01:00,2025-11-14 19:52:00+01:00,LONG,51.75,2.0,Divergence
2025-11-14 19:54:00+01:00,2025-11-14 19:54:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 19:56:00+01:00,2025-11-14 19:57:00+01:00,SHORT,8.25,1.0,Divergence
2025-11-14 19:59:00+01:00,2025-11-14 20:03:00+01:00,LONG,1.75,4.0,Divergence
2025-11-14 20:05:00+01:00,2025-11-14 20:05:00+01:00,SHORT,-0.0,0.0,Divergence
2025-11-14 20:07:00+01:00,2025-11-14 20:07:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 20:09:00+01:00,2025-11-14 20:13:00+01:00,SHORT,-22.75,4.0,Divergence
2025-11-14 20:15:00+01:00,2025-11-14 20:23:00+01:00,LONG,48.5,8.0,Divergence
2025-11-14 20:25:00+01:00,2025-11-14 20:28:00+01:00,LONG,-15.25,3.0,Divergence
2025-11-14 20:32:00+01:00,2025-11-14 20:34:00+01:00,SHORT,-3.0,2.0,Divergence
2025-11-14 20:37:00+01:00,2025-11-14 20:37:00+01:00,LONG,0.0,0.0,Divergence
2025-11-14 20:39:00+01:00,2025-11-14 20:56:00+01:00,LONG,9.25,17.0,Divergence
